Year,Car,Sale Type,Fuel Type,Transmission,Unit Price (USD),Units Sold,Revenue (USD),Budget
08-10-2023,Car3,Direct Sale,Petrol,Manual,22070.7,1,22070.7,13683.834
08-10-2023,Car2,Third Party,Petrol,Automatic,58874.38,2,117748.76,42389.5536
08-10-2023,Car1,Pre Book,Petrol,Automatic,78327.41,3,234982.23,54045.9129
09-10-2023,Car2,Direct Sale,Diesel,Manual,73570.86,5,367854.3,47821.059
09-10-2023,Car2,Pre Book,Diesel,Automatic,85937.34,1,85937.34,54999.8976
09-10-2023,Car1,Third Party,Diesel,Manual,87936.34,5,439681.7,64193.5282
10-10-2023,Car2,Third Party,Diesel,Manual,80554.24,4,322216.96,54776.8832
10-10-2023,Car1,Third Party,Diesel,Manual,43191.21,3,129573.63,27210.4623
10-10-2023,Car3,Direct Sale,Diesel,Manual,46580.35,1,46580.35,27948.21
10-10-2023,Car3,Direct Sale,Petrol,Manual,81812.01,5,409060.05,59722.7673
10-10-2023,Car1,Third Party,Petrol,Automatic,29958.03,4,119832.12,19772.2998
10-10-2023,Car2,Pre Book,Petrol,Manual,33788.13,2,67576.26,25003.2162
10-10-2023,Car2,Third Party,Petrol,Automatic,20420.4,3,61261.2,15111.096
11-10-2023,Car3,Third Party,Diesel,Automatic,51393.99,3,154181.97,35461.8531
11-10-2023,Car2,Third Party,Electric,Manual,15777.28,2,31554.56,11359.6416
11-10-2023,Car3,Third Party,Petrol,Automatic,60691.7,2,121383.4,40056.522
11-10-2023,Car1,Direct Sale,Petrol,Automatic,20451.17,3,61353.51,14724.8424
12-10-2023,Car3,Direct Sale,Electric,Automatic,77829.68,4,311318.72,49810.9952
12-10-2023,Car1,Direct Sale,Electric,Automatic,29759.26,5,148796.3,22021.8524
12-10-2023,Car3,Third Party,Electric,Automatic,73262.35,4,293049.4,46155.2805
12-10-2023,Car3,Pre Book,Petrol,Automatic,62053.16,5,310265.8,46539.87
13-10-2023,Car1,Third Party,Diesel,Automatic,25217.52,2,50435.04,17147.9136
13-10-2023,Car1,Direct Sale,Diesel,Automatic,19986.81,5,99934.05,12591.6903
13-10-2023,Car1,Third Party,Diesel,Automatic,61394.77,5,306973.85,44204.2344
13-10-2023,Car3,Direct Sale,Electric,Manual,88342.2,5,441711,60072.696
13-10-2023,Car3,Direct Sale,Electric,Manual,77365.12,3,232095.36,58023.84
13-10-2023,Car2,Third Party,Petrol,Automatic,76055.02,2,152110.04,50956.8634
13-10-2023,Car1,Direct Sale,Petrol,Automatic,42920.97,1,42920.97,29186.2596
13-10-2023,Car2,Direct Sale,Petrol,Automatic,28298.34,5,141491.7,19808.838
13-10-2023,Car3,Third Party,Petrol,Manual,25524.26,4,102097.04,16080.2838
14-10-2023,Car3,Direct Sale,Diesel,Manual,55813.66,4,223254.64,37395.1522
14-10-2023,Car1,Pre Book,Diesel,Automatic,16731.41,5,83657.05,11711.987
14-10-2023,Car2,Pre Book,Diesel,Manual,23900.44,2,47800.88,17447.3212
14-10-2023,Car3,Pre Book,Electric,Automatic,55323.63,3,165970.89,40386.2499
14-10-2023,Car3,Pre Book,Petrol,Manual,64480.88,4,257923.52,45136.616
14-10-2023,Car1,Direct Sale,Petrol,Automatic,16212.72,2,32425.44,11673.1584
14-10-2023,Car3,Pre Book,Petrol,Manual,16269.1,4,65076.4,10086.842
14-10-2023,Car2,Direct Sale,Petrol,Manual,72491.8,5,362459,49294.424
14-10-2023,Car3,Pre Book,Petrol,Automatic,53193.39,5,265966.95,39363.1086
15-10-2023,Car3,Direct Sale,Electric,Manual,22566.66,5,112833.3,14668.329
15-10-2023,Car2,Pre Book,Petrol,Manual,31044.22,4,124176.88,20178.743
16-10-2023,Car3,Direct Sale,Diesel,Manual,19849.92,2,39699.84,13894.944
16-10-2023,Car3,Third Party,Electric,Manual,53126.04,1,53126.04,31875.624
16-10-2023,Car1,Third Party,Electric,Manual,17072.23,5,85361.15,12462.7279
16-10-2023,Car3,Direct Sale,Petrol,Manual,55577.27,2,111154.54,34457.9074
16-10-2023,Car1,Third Party,Petrol,Manual,65980.54,5,329902.7,46846.1834
16-10-2023,Car1,Third Party,Petrol,Manual,58296.01,2,116592.02,43139.0474
17-10-2023,Car2,Pre Book,Diesel,Manual,75181.37,4,300725.48,55634.2138
17-10-2023,Car2,Direct Sale,Petrol,Manual,18684.52,5,93422.6,13452.8544
17-10-2023,Car3,Third Party,Petrol,Automatic,86149.21,3,258447.63,63750.4154
17-10-2023,Car3,Direct Sale,Petrol,Automatic,72115.62,4,288462.48,44711.6844
18-10-2023,Car3,Third Party,Diesel,Automatic,50343.8,5,251719,36750.974
18-10-2023,Car1,Direct Sale,Diesel,Manual,78962.59,1,78962.59,47377.554
18-10-2023,Car3,Third Party,Petrol,Manual,26064.29,4,104257.16,17463.0743
18-10-2023,Car1,Direct Sale,Petrol,Automatic,48907.67,4,195630.68,35213.5224
18-10-2023,Car3,Pre Book,Petrol,Manual,24458.71,1,24458.71,17121.097
18-10-2023,Car1,Pre Book,Petrol,Manual,43100.47,4,172401.88,31894.3478
18-10-2023,Car3,Third Party,Petrol,Automatic,89310.1,1,89310.1,66982.575
18-10-2023,Car2,Third Party,Petrol,Automatic,51107.65,4,204430.6,38330.7375
19-10-2023,Car1,Third Party,Petrol,Automatic,42885.22,3,128655.66,25731.132
19-10-2023,Car1,Third Party,Petrol,Manual,16392.8,4,65571.2,10983.176
20-10-2023,Car3,Pre Book,Diesel,Automatic,20479.4,4,81917.6,14540.374
20-10-2023,Car1,Pre Book,Electric,Automatic,41658.71,5,208293.55,24995.226
20-10-2023,Car1,Direct Sale,Petrol,Manual,85523.71,1,85523.71,57300.8857
20-10-2023,Car2,Direct Sale,Petrol,Automatic,24604.14,5,123020.7,15254.5668
20-10-2023,Car1,Pre Book,Petrol,Automatic,43709.46,4,174837.84,29722.4328
21-10-2023,Car2,Pre Book,Electric,Manual,82090.41,5,410452.05,49254.246
21-10-2023,Car2,Pre Book,Electric,Manual,74151.48,5,370757.4,48939.9768
21-10-2023,Car2,Direct Sale,Petrol,Manual,73957.55,4,295830.2,45114.1055
21-10-2023,Car3,Pre Book,Petrol,Automatic,64584.79,5,322923.95,39396.7219
21-10-2023,Car2,Direct Sale,Petrol,Automatic,78857.9,4,315431.6,48891.898
21-10-2023,Car3,Third Party,Petrol,Automatic,40028.61,4,160114.44,28020.027
22-10-2023,Car1,Direct Sale,Diesel,Automatic,71735.83,3,215207.49,43041.498
22-10-2023,Car1,Pre Book,Electric,Manual,85878.79,2,171757.58,54962.4256
22-10-2023,Car3,Third Party,Electric,Manual,44525.71,2,89051.42,28496.4544
22-10-2023,Car3,Pre Book,Petrol,Automatic,89610.98,5,448054.9,57351.0272
23-10-2023,Car1,Pre Book,Diesel,Automatic,21747.55,4,86990.2,13048.53
23-10-2023,Car3,Direct Sale,Diesel,Automatic,37594.75,2,75189.5,27820.115
23-10-2023,Car1,Direct Sale,Diesel,Manual,40550.73,5,202753.65,25546.9599
23-10-2023,Car3,Pre Book,Electric,Automatic,46301.09,5,231505.45,29169.6867
23-10-2023,Car3,Pre Book,Electric,Automatic,69143.22,5,345716.1,51857.415
23-10-2023,Car1,Pre Book,Electric,Manual,74225.13,4,296900.52,50473.0884
23-10-2023,Car2,Third Party,Petrol,Manual,77391.6,1,77391.6,58043.7
23-10-2023,Car3,Third Party,Petrol,Manual,81859.13,2,163718.26,61394.3475
23-10-2023,Car2,Third Party,Petrol,Automatic,28285.16,5,141425.8,17253.9476
23-10-2023,Car2,Pre Book,Petrol,Automatic,43921.54,3,131764.62,30745.078
23-10-2023,Car1,Third Party,Petrol,Manual,40516.89,5,202584.45,28766.9919
23-10-2023,Car3,Pre Book,Petrol,Automatic,16922.42,3,50767.26,10491.9004
23-10-2023,Car3,Third Party,Petrol,Manual,24081.1,5,120405.5,14689.471
23-10-2023,Car1,Direct Sale,Petrol,Manual,58967.9,1,58967.9,43636.246
24-10-2023,Car2,Pre Book,Diesel,Automatic,35948.86,1,35948.86,26961.645
24-10-2023,Car3,Pre Book,Electric,Automatic,65374.95,2,130749.9,41839.968
24-10-2023,Car2,Direct Sale,Electric,Automatic,54756.64,2,109513.28,38877.2144
24-10-2023,Car3,Third Party,Petrol,Manual,80572.24,2,161144.48,49149.0664
24-10-2023,Car2,Third Party,Petrol,Manual,35156.02,1,35156.02,24609.214
24-10-2023,Car2,Direct Sale,Petrol,Automatic,34797.51,3,104392.53,22618.3815
25-10-2023,Car1,Third Party,Petrol,Automatic,46907.34,1,46907.34,30489.771
25-10-2023,Car1,Third Party,Petrol,Manual,77504.35,5,387521.75,57353.219
25-10-2023,Car3,Direct Sale,Petrol,Automatic,33362.97,2,66725.94,22019.5602
25-10-2023,Car2,Direct Sale,Petrol,Automatic,21063.51,3,63190.53,13059.3762
25-10-2023,Car1,Pre Book,Petrol,Automatic,48645.99,1,48645.99,35998.0326
25-10-2023,Car3,Pre Book,Petrol,Automatic,66608.54,5,333042.7,48624.2342
26-10-2023,Car2,Third Party,Diesel,Manual,86488.32,1,86488.32,57082.2912
26-10-2023,Car1,Pre Book,Diesel,Automatic,79119.42,1,79119.42,58548.3708
26-10-2023,Car2,Direct Sale,Petrol,Automatic,80837.41,4,323349.64,51735.9424
26-10-2023,Car1,Direct Sale,Petrol,Automatic,77796.74,5,388983.7,56791.6202
26-10-2023,Car1,Pre Book,Petrol,Manual,64317.62,3,192952.86,38590.572
26-10-2023,Car2,Third Party,Petrol,Manual,79131.65,2,158263.3,53809.522
26-10-2023,Car2,Direct Sale,Petrol,Automatic,76977.24,2,153954.48,56963.1576
26-10-2023,Car1,Third Party,Petrol,Manual,33874.83,1,33874.83,21341.1429
26-10-2023,Car2,Direct Sale,Petrol,Automatic,34562.64,3,103687.92,25576.3536
26-10-2023,Car2,Direct Sale,Petrol,Manual,17788.15,1,17788.15,12807.468
27-10-2023,Car2,Third Party,Diesel,Manual,28950.63,1,28950.63,18528.4032
27-10-2023,Car3,Third Party,Electric,Manual,73386.98,5,366934.9,48435.4068
27-10-2023,Car1,Direct Sale,Petrol,Manual,25280.1,4,101120.4,18960.075
27-10-2023,Car2,Direct Sale,Petrol,Manual,46336.64,2,92673.28,33825.7472
27-10-2023,Car1,Third Party,Petrol,Manual,42302.06,4,169208.24,28765.4008
27-10-2023,Car3,Third Party,Petrol,Manual,78576.09,2,157152.18,57360.5457
27-10-2023,Car2,Direct Sale,Petrol,Manual,58257.06,4,233028.24,35536.8066
27-10-2023,Car2,Third Party,Petrol,Automatic,40918.57,2,81837.14,24551.142
27-10-2023,Car3,Third Party,Petrol,Automatic,72201.46,1,72201.46,43320.876
28-10-2023,Car2,Pre Book,Diesel,Automatic,68440.65,2,136881.3,50646.081
28-10-2023,Car1,Pre Book,Diesel,Manual,73079.89,1,73079.89,49694.3252
28-10-2023,Car2,Direct Sale,Electric,Automatic,22415.48,3,67246.44,14345.9072
28-10-2023,Car3,Third Party,Electric,Manual,42243.46,2,84486.92,31260.1604
28-10-2023,Car3,Direct Sale,Electric,Automatic,51168.87,1,51168.87,31213.0107
28-10-2023,Car1,Direct Sale,Petrol,Automatic,81252.62,1,81252.62,59314.4126
28-10-2023,Car3,Pre Book,Petrol,Manual,27724.58,4,110898.32,20516.1892
28-10-2023,Car1,Direct Sale,Petrol,Manual,59258.73,3,177776.19,42073.6983
28-10-2023,Car1,Third Party,Petrol,Manual,84951.14,5,424755.7,54368.7296
28-10-2023,Car3,Direct Sale,Petrol,Manual,50691.94,4,202767.76,36498.1968
28-10-2023,Car3,Pre Book,Petrol,Manual,48328.68,5,241643.4,30447.0684
01-11-2023,Car3,Third Party,Diesel,Manual,65628.5,2,131257,40033.385
01-11-2023,Car1,Pre Book,Diesel,Automatic,30711.47,4,122845.88,19041.1114
01-11-2023,Car3,Pre Book,Diesel,Automatic,83017.23,3,249051.69,58942.2333
01-11-2023,Car1,Third Party,Electric,Automatic,60016.4,5,300082,43211.808
01-11-2023,Car2,Direct Sale,Petrol,Automatic,15892.84,2,31785.68,11283.9164
01-11-2023,Car3,Pre Book,Petrol,Automatic,28544.72,2,57089.44,19695.8568
02-11-2023,Car2,Pre Book,Electric,Automatic,38744.73,4,154978.92,27896.2056
02-11-2023,Car1,Direct Sale,Electric,Automatic,40673.05,4,162692.2,27657.674
02-11-2023,Car1,Direct Sale,Electric,Manual,46055.15,3,138165.45,28554.193
02-11-2023,Car2,Third Party,Electric,Automatic,24610.13,3,73830.39,18211.4962
02-11-2023,Car2,Third Party,Petrol,Automatic,38815.92,3,116447.76,25230.348
02-11-2023,Car3,Direct Sale,Petrol,Manual,85036.35,3,255109.05,60375.8085
02-11-2023,Car3,Third Party,Petrol,Automatic,55364.58,4,221458.32,33772.3938
02-11-2023,Car1,Direct Sale,Petrol,Manual,32780.8,3,98342.4,23929.984
03-11-2023,Car2,Direct Sale,Electric,Manual,74368.13,5,371840.65,48339.2845
03-11-2023,Car1,Third Party,Electric,Automatic,23306.14,4,93224.56,14216.7454
03-11-2023,Car2,Direct Sale,Electric,Manual,40066.15,3,120198.45,25642.336
03-11-2023,Car3,Direct Sale,Petrol,Automatic,59523.94,1,59523.94,42857.2368
03-11-2023,Car2,Direct Sale,Petrol,Automatic,48009.58,1,48009.58,35527.0892
03-11-2023,Car1,Direct Sale,Petrol,Automatic,51017.75,4,204071,35202.2475
03-11-2023,Car2,Direct Sale,Petrol,Manual,22680.03,5,113400.15,14288.4189
03-11-2023,Car2,Direct Sale,Petrol,Manual,72986.15,3,218958.45,43791.69
04-11-2023,Car2,Direct Sale,Diesel,Manual,23445.54,2,46891.08,17115.2442
04-11-2023,Car1,Pre Book,Diesel,Automatic,52745.28,5,263726.4,31647.168
04-11-2023,Car2,Direct Sale,Diesel,Manual,44102.07,2,88204.14,30871.449
04-11-2023,Car1,Pre Book,Petrol,Automatic,34686.33,3,104058.99,25321.0209
05-11-2023,Car1,Direct Sale,Diesel,Manual,19862.57,2,39725.14,13705.1733
05-11-2023,Car2,Third Party,Diesel,Manual,33442.35,1,33442.35,22406.3745
05-11-2023,Car2,Direct Sale,Electric,Automatic,56842.56,1,56842.56,38084.5152
05-11-2023,Car3,Direct Sale,Electric,Automatic,36925,2,73850,27693.75
05-11-2023,Car3,Pre Book,Electric,Automatic,27364.26,2,54728.52,18334.0542
05-11-2023,Car1,Direct Sale,Electric,Automatic,38391.76,1,38391.76,24186.8088
05-11-2023,Car1,Direct Sale,Petrol,Manual,25004.74,5,125023.7,17003.2232
05-11-2023,Car3,Pre Book,Petrol,Automatic,30912.09,5,154560.45,22565.8257
06-11-2023,Car1,Direct Sale,Diesel,Manual,21773.89,1,21773.89,13717.5507
06-11-2023,Car2,Direct Sale,Diesel,Automatic,35397.38,5,176986.9,21946.3756
06-11-2023,Car1,Pre Book,Electric,Automatic,29530.42,4,118121.68,21852.5108
06-11-2023,Car2,Pre Book,Electric,Manual,32444.6,2,64889.2,22062.328
06-11-2023,Car2,Pre Book,Electric,Manual,73583.76,3,220751.28,44150.256
06-11-2023,Car2,Direct Sale,Petrol,Manual,68252.2,1,68252.2,50506.628
06-11-2023,Car3,Direct Sale,Petrol,Manual,21276.07,5,106380.35,15744.2918
06-11-2023,Car3,Direct Sale,Petrol,Manual,82217.03,4,328868.12,51796.7289
06-11-2023,Car3,Pre Book,Petrol,Manual,73838.26,4,295353.04,47256.4864
06-11-2023,Car3,Direct Sale,Petrol,Automatic,83168.23,3,249504.69,59049.4433
06-11-2023,Car2,Direct Sale,Petrol,Automatic,43878.09,1,43878.09,31153.4439
06-11-2023,Car3,Third Party,Petrol,Automatic,55344.23,4,221376.92,40401.2879
06-11-2023,Car2,Direct Sale,Petrol,Manual,62905.44,3,188716.32,39001.3728
06-11-2023,Car3,Third Party,Petrol,Manual,84579.92,2,169159.84,55822.7472
07-11-2023,Car2,Pre Book,Electric,Automatic,48565.67,5,242828.35,35938.5958
08-11-2023,Car3,Direct Sale,Diesel,Manual,63385.28,4,253541.12,45003.5488
08-11-2023,Car3,Direct Sale,Diesel,Automatic,59938.17,3,179814.51,38959.8105
08-11-2023,Car1,Direct Sale,Diesel,Manual,25573.45,4,102293.8,17645.6805
08-11-2023,Car3,Direct Sale,Petrol,Automatic,20825.43,5,104127.15,14577.801
08-11-2023,Car3,Pre Book,Petrol,Automatic,40316.79,3,120950.37,26205.9135
08-11-2023,Car3,Direct Sale,Petrol,Manual,15456.25,4,61825,11592.1875
08-11-2023,Car1,Direct Sale,Petrol,Manual,33538.11,5,167690.55,22135.1526
09-11-2023,Car3,Third Party,Diesel,Automatic,80345.47,5,401727.35,50617.6461
09-11-2023,Car2,Direct Sale,Electric,Manual,85816.78,3,257450.34,59213.5782
09-11-2023,Car1,Third Party,Petrol,Manual,74468.44,1,74468.44,53617.2768
09-11-2023,Car1,Pre Book,Petrol,Manual,35304.21,2,70608.42,22594.6944
09-11-2023,Car2,Direct Sale,Petrol,Manual,26973.22,3,80919.66,17802.3252
10-11-2023,Car1,Third Party,Electric,Manual,18020.86,1,18020.86,12975.0192
10-11-2023,Car2,Third Party,Petrol,Manual,51417.47,4,205669.88,32393.0061
10-11-2023,Car3,Third Party,Petrol,Automatic,35563.04,1,35563.04,23827.2368
10-11-2023,Car2,Pre Book,Petrol,Manual,81210.88,4,324843.52,56035.5072
10-11-2023,Car2,Direct Sale,Petrol,Automatic,28779.63,4,115118.52,19570.1484
11-11-2023,Car3,Pre Book,Electric,Manual,53347.18,4,213388.72,38943.4414
11-11-2023,Car2,Third Party,Petrol,Automatic,84994.4,4,339977.6,60346.024
12-11-2023,Car1,Pre Book,Electric,Manual,76547.05,3,229641.15,55113.876
12-11-2023,Car2,Third Party,Petrol,Automatic,39548.49,5,197742.45,29265.8826
12-11-2023,Car1,Pre Book,Petrol,Automatic,89803.58,3,269410.74,61964.4702
12-11-2023,Car2,Third Party,Petrol,Manual,18325.82,5,91629.1,12278.2994
12-11-2023,Car1,Pre Book,Petrol,Manual,30185.89,2,60371.78,21130.123
13-11-2023,Car2,Direct Sale,Diesel,Manual,34967.12,5,174835.6,21329.9432
13-11-2023,Car3,Third Party,Electric,Automatic,19542.21,1,19542.21,11920.7481
13-11-2023,Car1,Direct Sale,Electric,Manual,67643.32,2,135286.64,43968.158
13-11-2023,Car1,Direct Sale,Petrol,Manual,41105.71,5,205528.55,27129.7686
14-11-2023,Car1,Third Party,Diesel,Automatic,71824.32,2,143648.64,49558.7808
14-11-2023,Car1,Third Party,Diesel,Manual,64374.68,2,128749.36,48281.01
14-11-2023,Car1,Pre Book,Electric,Automatic,45551.61,5,227758.05,27786.4821
14-11-2023,Car3,Direct Sale,Petrol,Automatic,33181.41,3,99544.23,21567.9165
14-11-2023,Car2,Third Party,Petrol,Automatic,34393.82,1,34393.82,24763.5504
14-11-2023,Car2,Direct Sale,Petrol,Automatic,57209.67,4,228838.68,34325.802
14-11-2023,Car3,Direct Sale,Petrol,Automatic,76615.53,1,76615.53,45969.318
15-11-2023,Car2,Third Party,Diesel,Manual,32583.66,5,162918.3,19550.196
15-11-2023,Car1,Third Party,Electric,Automatic,25756.55,5,128782.75,15969.061
15-11-2023,Car3,Pre Book,Petrol,Automatic,57685.62,5,288428.1,36918.7968
15-11-2023,Car2,Pre Book,Petrol,Manual,80976.05,2,161952.1,56683.235
15-11-2023,Car3,Third Party,Petrol,Manual,67145.92,5,335729.6,50359.44
16-11-2023,Car3,Direct Sale,Diesel,Automatic,51744.88,4,206979.52,34669.0696
16-11-2023,Car2,Pre Book,Electric,Automatic,36044.27,3,108132.81,22707.8901
16-11-2023,Car3,Direct Sale,Petrol,Manual,61696.95,2,123393.9,39486.048
16-11-2023,Car3,Pre Book,Petrol,Manual,37300.78,3,111902.34,27975.585
16-11-2023,Car2,Pre Book,Petrol,Automatic,71693.84,4,286775.36,53053.4416
17-11-2023,Car2,Pre Book,Diesel,Automatic,65717.94,5,328589.7,42059.4816
17-11-2023,Car2,Third Party,Petrol,Manual,16192,4,64768,11010.56
17-11-2023,Car1,Pre Book,Petrol,Automatic,84029.24,1,84029.24,60501.0528
18-11-2023,Car2,Third Party,Diesel,Manual,68429.55,2,136859.1,45163.503
18-11-2023,Car2,Pre Book,Petrol,Automatic,47501.67,4,190006.68,32776.1523
18-11-2023,Car1,Third Party,Petrol,Manual,65551.96,3,196655.88,44575.3328
18-11-2023,Car2,Pre Book,Petrol,Automatic,88170.37,4,352681.48,63482.6664
18-11-2023,Car1,Third Party,Petrol,Manual,79672.44,5,398362.2,48600.1884
19-11-2023,Car2,Third Party,Diesel,Automatic,76450.1,1,76450.1,46634.561
19-11-2023,Car2,Direct Sale,Electric,Automatic,69345.69,1,69345.69,46461.6123
19-11-2023,Car2,Direct Sale,Petrol,Automatic,60102.57,2,120205.14,39667.6962
19-11-2023,Car2,Pre Book,Petrol,Automatic,18913.87,3,56741.61,13996.2638
19-11-2023,Car2,Direct Sale,Petrol,Automatic,60288.55,5,301442.75,45216.4125
20-11-2023,Car3,Third Party,Diesel,Automatic,41729.51,5,208647.55,30462.5423
20-11-2023,Car2,Direct Sale,Diesel,Automatic,17416.15,2,34832.3,12191.305
20-11-2023,Car3,Direct Sale,Electric,Automatic,51795.73,4,207182.92,38328.8402
20-11-2023,Car3,Third Party,Petrol,Manual,81708.51,1,81708.51,60464.2974
20-11-2023,Car1,Third Party,Petrol,Manual,55989.18,3,167967.54,36952.8588
20-11-2023,Car1,Pre Book,Petrol,Manual,24116.75,4,96467,15193.5525
21-11-2023,Car1,Direct Sale,Diesel,Automatic,60273.34,1,60273.34,44602.2716
21-11-2023,Car2,Third Party,Diesel,Manual,27119.06,3,81357.18,17356.1984
21-11-2023,Car3,Direct Sale,Diesel,Automatic,51784.46,3,155353.38,31588.5206
21-11-2023,Car2,Third Party,Electric,Manual,79709.14,5,398545.7,53405.1238
21-11-2023,Car3,Direct Sale,Electric,Manual,38313.46,3,114940.38,24520.6144
21-11-2023,Car3,Pre Book,Electric,Automatic,78126.88,5,390634.4,55470.0848
21-11-2023,Car2,Pre Book,Petrol,Automatic,72704.68,4,290818.72,52347.3696
21-11-2023,Car2,Third Party,Petrol,Automatic,39503.19,4,158012.76,29232.3606
21-11-2023,Car2,Pre Book,Petrol,Automatic,73553.85,3,220661.55,52223.2335
22-11-2023,Car2,Pre Book,Electric,Automatic,85992.29,3,257976.87,57614.8343
22-11-2023,Car2,Direct Sale,Petrol,Automatic,22327.81,2,44655.62,16076.0232
22-11-2023,Car2,Third Party,Petrol,Automatic,29150.42,4,116601.68,20696.7982
23-11-2023,Car2,Third Party,Diesel,Automatic,42598.88,2,85197.76,31523.1712
23-11-2023,Car3,Direct Sale,Diesel,Manual,42666.19,1,42666.19,26879.6997
23-11-2023,Car2,Third Party,Electric,Manual,44202.6,3,132607.8,31825.872
24-11-2023,Car2,Pre Book,Diesel,Manual,71855.51,5,359277.55,48861.7468
24-11-2023,Car2,Third Party,Diesel,Automatic,65680.89,5,328404.45,40722.1518
24-11-2023,Car2,Third Party,Diesel,Automatic,79859.27,3,239577.81,50311.3401
24-11-2023,Car2,Direct Sale,Electric,Automatic,30065.31,1,30065.31,19843.1046
24-11-2023,Car3,Pre Book,Electric,Automatic,76054.12,1,76054.12,46393.0132
24-11-2023,Car3,Third Party,Petrol,Manual,19922.1,2,39844.2,12152.481
24-11-2023,Car2,Direct Sale,Petrol,Automatic,50642.06,5,253210.3,32410.9184
24-11-2023,Car1,Direct Sale,Petrol,Automatic,54604.38,1,54604.38,40407.2412
24-11-2023,Car1,Third Party,Petrol,Manual,40268.54,1,40268.54,25771.8656
25-11-2023,Car1,Third Party,Electric,Manual,44595.37,1,44595.37,33446.5275
25-11-2023,Car2,Pre Book,Petrol,Automatic,32660.36,5,163301.8,19922.8196
26-11-2023,Car2,Direct Sale,Diesel,Manual,28572.98,3,85718.94,18572.437
26-11-2023,Car1,Third Party,Electric,Automatic,61107.82,4,244431.28,37275.7702
26-11-2023,Car3,Direct Sale,Petrol,Automatic,46058.18,1,46058.18,31319.5624
26-11-2023,Car3,Third Party,Petrol,Manual,53266.2,3,159798.6,33557.706
26-11-2023,Car1,Third Party,Petrol,Automatic,81198.66,5,405993.3,49531.1826
26-11-2023,Car3,Pre Book,Petrol,Automatic,64110.85,3,192332.55,44877.595
27-11-2023,Car1,Direct Sale,Electric,Automatic,36930.22,2,73860.44,27328.3628
27-11-2023,Car2,Pre Book,Electric,Automatic,53045.46,5,265227.3,32357.7306
27-11-2023,Car2,Third Party,Petrol,Manual,85141.34,2,170282.68,55341.871
27-11-2023,Car1,Pre Book,Petrol,Automatic,75102.92,3,225308.76,45812.7812
27-11-2023,Car2,Third Party,Petrol,Automatic,17516.94,1,17516.94,12437.0274
28-11-2023,Car2,Direct Sale,Diesel,Automatic,72643.14,1,72643.14,53029.4922
28-11-2023,Car1,Third Party,Diesel,Automatic,45896.98,1,45896.98,27538.188
28-11-2023,Car1,Direct Sale,Diesel,Automatic,59924.26,2,119848.52,41946.982
28-11-2023,Car2,Pre Book,Electric,Automatic,17523.77,1,17523.77,11390.4505
28-11-2023,Car1,Direct Sale,Electric,Manual,28476.98,3,85430.94,17655.7276
28-11-2023,Car3,Third Party,Petrol,Manual,80786.9,1,80786.9,57358.699
28-11-2023,Car3,Direct Sale,Petrol,Automatic,25896.88,2,51793.76,15797.0968
28-11-2023,Car3,Third Party,Petrol,Manual,27616.02,5,138080.1,18778.8936
28-11-2023,Car2,Pre Book,Petrol,Automatic,23795.38,1,23795.38,17132.6736
01-12-2023,Car3,Third Party,Diesel,Automatic,46727.71,1,46727.71,30373.0115
01-12-2023,Car1,Direct Sale,Diesel,Automatic,35758.51,3,107275.53,21455.106
01-12-2023,Car3,Third Party,Electric,Manual,15160.57,2,30321.14,11067.2161
01-12-2023,Car1,Pre Book,Petrol,Manual,78584.27,4,314337.08,49508.0901
01-12-2023,Car1,Third Party,Petrol,Automatic,71061.97,2,142123.94,46900.9002
01-12-2023,Car3,Third Party,Petrol,Manual,46083.6,2,92167.2,34101.864
02-12-2023,Car2,Pre Book,Diesel,Automatic,69587.56,2,139175.12,41752.536
02-12-2023,Car3,Pre Book,Diesel,Manual,18902.84,5,94514.2,12664.9028
02-12-2023,Car1,Direct Sale,Electric,Manual,83383,2,166766,50029.8
02-12-2023,Car1,Pre Book,Electric,Automatic,40866.69,5,204333.45,24928.6809
02-12-2023,Car3,Direct Sale,Petrol,Automatic,68491.43,4,273965.72,45204.3438
02-12-2023,Car1,Third Party,Petrol,Manual,18949.18,5,94745.9,12127.4752
03-12-2023,Car3,Pre Book,Diesel,Manual,44641.92,4,178567.68,26785.152
03-12-2023,Car1,Third Party,Electric,Manual,86370.27,3,259110.81,62186.5944
04-12-2023,Car3,Direct Sale,Diesel,Manual,47662.88,3,142988.64,35747.16
04-12-2023,Car1,Third Party,Diesel,Automatic,19353.48,5,96767.4,12386.2272
04-12-2023,Car3,Pre Book,Electric,Automatic,16492.61,2,32985.22,12039.6053
04-12-2023,Car3,Direct Sale,Electric,Automatic,30731.89,1,30731.89,19975.7285
04-12-2023,Car2,Direct Sale,Petrol,Manual,89931.81,2,179863.62,55757.7222
04-12-2023,Car1,Pre Book,Petrol,Manual,78570.85,1,78570.85,54213.8865
04-12-2023,Car3,Direct Sale,Petrol,Manual,35394.72,4,141578.88,23006.568
05-12-2023,Car2,Third Party,Diesel,Automatic,75982.88,5,379914.4,56227.3312
05-12-2023,Car3,Direct Sale,Diesel,Automatic,15456.56,1,15456.56,11283.2888
05-12-2023,Car1,Third Party,Electric,Automatic,72158.14,5,360790.7,47624.3724
05-12-2023,Car3,Third Party,Electric,Manual,17985.43,2,35970.86,13309.2182
05-12-2023,Car3,Pre Book,Petrol,Manual,73379.67,2,146759.34,46229.1921
